commune,BDP/PBD,CSP/PCS,CVP/PDC,EVP/PEV,FDP/PLR (PRD),GLP/PVL,PdA/PST,SP/PS,SVP/UDC,EDU/UDF,GPS/PES,Lega,MCR,SD/DS,Sol.,Übrige/Autres
Saubraz,0.49,0.0,4.74,0.0,17.21,1.64,0.0,19.04,37.65,0.0,18.13,0.0,0.0,0.0,0.55,0.55
Sauge,9.38,0.0,2.55,1.1,5.49,5.21,2.48,23.9,37.76,1.19,8.0,0.0,0.0,1.23,0.0,1.71
Saulcy,0.0,6.93,31.6,0.0,4.76,0.0,2.16,26.84,16.88,0.0,10.82,0.0,0.0,0.0,0.0,0.0
Saules (BE),4.58,0.0,0.06,2.7,2.88,1.23,0.12,12.81,59.05,9.46,4.05,0.0,0.0,1.88,0.0,1.18
Savigny,1.13,0.0,2.91,0.5,37.11,4.04,0.0,17.6,20.15,0.27,11.99,0.0,0.0,0.02,2.88,1.4
Savièse,0.0,1.37,28.14,0.0,20.42,0.0,0.0,24.22,20.75,0.0,4.84,0.0,0.0,0.0,0.0,0.26
Savognin,12.33,0.0,31.7,0.0,14.55,6.05,0.0,10.72,24.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Savosa,0.0,0.0,25.04,0.0,15.87,0.82,0.12,13.44,14.93,0.0,6.01,21.61,0.0,0.0,0.0,2.16
Saxeten,5.91,0.0,0.11,3.72,5.03,0.66,0.0,8.1,55.25,5.25,15.21,0.0,0.0,0.33,0.0,0.44
Saxon,0.0,1.28,19.0,0.0,27.3,0.0,0.0,14.99,29.63,0.0,6.18,0.0,0.0,0.0,0.0,1.62
Schaffhausen,0.0,0.0,0.0,0.0,12.7,0.0,0.0,34.04,39.05,3.22,4.28,0.0,0.0,0.0,0.0,6.72
Schafisheim,6.56,0.0,2.86,3.69,14.65,4.52,0.0,17.01,39.91,2.52,6.32,0.0,0.0,0.0,0.0,1.97
Schangnau,10.28,0.0,0.44,0.92,2.98,1.98,0.01,2.05,75.37,1.84,2.63,0.0,0.0,0.34,0.0,1.16
Scharans,13.46,0.0,6.85,0.0,12.42,10.45,0.0,28.21,28.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schattdorf,0.0,0.0,18.97,0.0,0.0,0.0,0.0,0.0,56.54,0.0,22.08,0.0,0.0,0.0,0.0,2.4
Schattenhalb,17.9,0.0,2.28,0.12,4.04,3.44,0.0,9.44,54.87,0.56,6.17,0.0,0.0,0.04,0.0,1.14
Schelten,0.0,0.0,0.0,0.47,0.0,0.0,0.47,18.35,58.82,0.0,21.88,0.0,0.0,0.0,0.0,0.0
Schenkon,1.01,0.0,27.75,0.14,22.78,5.12,0.0,8.07,30.01,0.0,4.86,0.0,0.0,0.01,0.0,0.26
Scherz,6.27,0.0,3.12,2.45,10.52,4.8,0.0,20.06,42.09,1.61,7.49,0.0,0.0,0.0,0.0,1.59
Scheuren,20.51,0.0,0.71,4.78,4.27,3.95,0.1,15.44,41.34,2.05,5.68,0.0,0.0,0.15,0.0,1.02
Schiers,17.31,0.0,4.23,0.0,12.89,7.66,0.0,21.19,36.35,0.0,0.0,0.0,0.0,0.0,0.0,0.37
Schinznach,5.32,0.0,4.31,5.12,16.01,4.52,0.0,11.92,40.52,1.16,10.09,0.0,0.0,0.0,0.0,1.03
Schinznach-Bad,4.24,0.0,5.2,4.11,21.45,4.32,0.0,13.16,40.64,0.46,2.86,0.0,0.0,0.0,0.0,3.55
Schlatt (TG),4.02,0.0,5.3,2.59,11.0,5.13,0.0,14.59,49.3,3.51,4.39,0.0,0.0,0.0,0.0,0.17
Schlatt (ZH),4.56,0.0,0.6,5.61,8.15,5.64,0.35,13.24,46.89,3.26,9.45,0.0,0.0,0.06,0.0,2.21
Schlatt-Haslen,0.0,0.0,86.53,0.0,0.0,0.0,0.0,9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04
Schleinikon,1.31,0.0,1.9,2.02,8.42,8.71,0.03,19.39,44.18,5.35,6.23,0.0,0.0,0.05,0.0,2.41
Schleitheim,0.0,0.0,0.0,0.0,13.03,0.0,0.0,23.29,46.31,13.78,1.38,0.0,0.0,0.0,0.0,2.21
Schlierbach,0.45,0.0,29.56,0.0,34.89,3.14,0.0,3.71,25.64,0.0,2.07,0.0,0.0,0.0,0.0,0.54
Schlieren,3.08,0.0,6.8,2.94,13.23,7.39,0.26,23.53,32.35,1.21,5.09,0.0,0.0,0.19,0.0,3.93
Schlossrued,4.54,0.0,2.23,6.86,7.8,2.25,0.0,7.19,62.91,3.39,1.59,0.0,0.0,0.0,0.0,1.25
Schlosswil,16.78,0.0,0.79,4.5,7.2,7.75,0.1,12.83,38.83,2.5,5.53,0.0,0.0,1.54,0.0,1.64
Schluein,8.64,0.0,43.52,0.0,7.15,8.05,0.0,7.75,24.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schmerikon,4.2,0.0,14.66,1.17,18.43,4.27,0.0,12.38,34.46,0.88,7.97,0.0,0.0,0.04,0.0,1.53
Schmiedrued,2.49,0.0,3.07,7.01,6.6,3.1,0.0,5.61,60.01,3.72,3.34,0.0,0.0,0.0,0.0,5.03
Schmitten (FR),1.33,3.04,25.24,0.47,8.13,5.15,0.0,25.28,26.93,0.54,3.89,0.0,0.0,0.0,0.0,0.0
Schmitten (GR),13.62,0.0,32.7,0.0,6.27,6.27,0.0,6.54,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schneisingen,5.19,0.0,14.06,2.13,11.2,4.36,0.0,11.28,44.75,1.34,4.26,0.0,0.0,0.0,0.0,1.44
Schnottwil,9.54,0.0,4.16,1.27,31.85,4.66,0.0,13.7,29.22,0.98,3.73,0.0,0.0,0.0,0.0,0.89
Schongau,1.43,0.0,27.04,0.17,12.62,4.66,0.0,6.62,41.54,0.0,5.26,0.0,0.0,0.03,0.0,0.63
Schupfart,10.46,0.0,13.09,0.34,11.34,3.04,0.0,6.71,50.18,0.83,3.07,0.0,0.0,0.0,0.0,0.94
Schwaderloch,3.0,0.0,6.59,2.75,9.82,0.87,0.0,12.54,56.09,0.1,2.78,0.0,0.0,0.0,0.0,5.46
Schwadernau,11.96,0.0,1.05,5.96,8.3,4.43,0.02,13.15,50.36,0.02,2.96,0.0,0.0,0.17,0.0,1.61
Schwanden bei Brienz,10.69,0.0,0.69,4.6,8.56,3.74,0.0,19.09,34.16,4.63,11.38,0.0,0.0,0.06,0.0,2.4
Schwarzenberg,1.22,0.0,31.56,0.5,18.94,2.71,0.0,8.2,34.36,0.0,2.28,0.0,0.0,0.0,0.0,0.23
Schwarzenburg,11.6,0.0,1.56,3.14,6.89,4.52,0.49,20.52,39.2,3.16,6.95,0.0,0.0,0.34,0.0,1.61
Schwarzhäusern,9.33,0.0,0.73,1.17,5.24,3.07,0.0,13.77,58.06,2.21,3.54,0.0,0.0,1.39,0.0,1.5
Schwellbrunn,0.0,0.0,0.0,0.0,20.7,0.0,0.0,16.99,61.52,0.0,0.0,0.0,0.0,0.0,0.0,0.78
Schwende,0.0,0.0,80.63,0.0,0.0,0.0,0.0,15.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52
Schwendibach,9.91,0.0,1.32,6.68,0.77,2.91,0.0,4.18,62.27,8.41,3.5,0.0,0.0,0.0,0.0,0.05
Schwerzenbach,6.96,0.0,4.7,2.94,16.04,12.07,0.19,16.03,29.98,1.47,5.99,0.0,0.0,0.32,0.0,3.31
Schwyz,0.0,0.0,24.18,0.0,19.89,1.96,0.0,16.54,35.66,0.0,1.76,0.0,0.0,0.0,0.0,0.0
Schänis,4.51,0.0,24.0,0.64,9.74,3.4,0.0,7.61,40.47,1.65,5.34,0.0,0.0,0.32,0.0,2.31
Schöfflisdorf,3.98,0.0,3.54,2.06,12.09,8.51,0.02,12.77,42.72,6.61,5.05,0.0,0.0,0.03,0.0,2.61
Schöftland,4.98,0.0,4.04,5.94,16.57,3.18,0.0,14.33,42.25,2.04,4.69,0.0,0.0,0.0,0.0,1.97
Schönenberg (ZH),4.73,0.0,7.31,1.89,16.29,5.96,0.14,10.3,46.54,1.11,3.83,0.0,0.0,0.04,0.0,1.86
Schönenbuch,2.49,0.0,12.97,1.81,17.79,2.41,0.0,16.8,33.52,0.26,10.04,0.0,0.0,0.0,0.0,1.91
Schönengrund,0.0,0.0,0.0,0.0,27.37,0.0,0.0,10.61,60.89,0.0,0.0,0.0,0.0,0.0,0.0,1.12
Schönenwerd,2.68,0.0,9.89,1.45,23.93,3.24,0.0,21.31,31.99,0.57,3.57,0.0,0.0,0.0,0.0,1.37
Schönholzerswilen,4.31,0.0,14.12,3.79,7.98,5.05,0.0,6.54,52.87,1.55,3.67,0.0,0.0,0.0,0.0,0.11
Schötz,0.77,0.0,33.88,0.41,17.04,3.45,0.0,5.99,35.28,0.0,2.71,0.0,0.0,0.1,0.0,0.38
Schübelbach,0.0,0.0,16.94,0.0,13.5,2.63,0.0,14.85,50.91,0.0,1.17,0.0,0.0,0.0,0.0,0.0
Schüpfen,19.0,0.0,1.26,3.17,5.59,5.21,0.78,17.97,34.92,1.63,7.76,0.0,0.0,0.89,0.0,1.83
Schüpfheim,0.94,0.0,33.55,0.3,16.16,2.78,0.0,8.21,34.4,0.0,3.23,0.0,0.0,0.01,0.0,0.42
Scuol,23.32,0.0,5.65,0.0,12.29,8.53,0.0,24.84,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.08
Seeberg,25.09,0.0,1.05,2.6,3.7,5.74,0.38,11.14,39.73,4.07,4.4,0.0,0.0,1.23,0.0,0.88
Seedorf (BE),16.7,0.0,0.96,4.84,4.67,3.7,0.3,12.23,44.89,2.73,6.8,0.0,0.0,0.66,0.0,1.51
Seedorf (UR),0.0,0.0,24.32,0.0,0.0,0.0,0.0,0.0,46.94,0.0,25.46,0.0,0.0,0.0,0.0,3.27
Seegräben,5.3,0.0,2.6,4.6,13.33,8.52,0.59,17.01,33.55,3.14,7.07,0.0,0.0,0.39,0.0,3.91
Seehof,6.0,0.0,0.0,5.85,0.0,0.0,0.0,2.0,59.08,16.62,10.46,0.0,0.0,0.0,0.0,0.0
Seelisberg,0.0,0.0,34.63,0.0,0.0,0.0,0.0,0.0,45.37,0.0,17.56,0.0,0.0,0.0,0.0,2.44
Seengen,5.57,0.0,3.64,2.72,20.52,5.36,0.0,10.71,44.98,1.28,3.98,0.0,0.0,0.0,0.0,1.24
Seewen,1.4,0.0,20.8,0.54,18.99,3.53,0.0,15.63,32.62,0.05,4.49,0.0,0.0,0.0,0.0,1.95
Seewis im Prättigau,26.75,0.0,4.18,0.0,7.54,9.24,0.0,17.51,33.78,0.0,0.0,0.0,0.0,0.0,0.0,1.01
Seftigen,13.24,0.0,2.99,6.1,3.96,4.95,0.15,14.73,42.74,3.28,4.76,0.0,0.0,0.64,0.0,2.46
Seltisberg,2.37,0.0,5.94,3.14,19.21,3.22,0.0,18.49,26.72,0.44,20.11,0.0,0.0,0.0,0.0,0.36
Selzach,11.08,0.0,12.68,0.44,18.83,3.24,0.0,14.29,33.32,1.33,3.74,0.0,0.0,0.0,0.0,1.04
Sembrancher,0.0,0.82,43.1,0.0,26.75,0.0,0.0,8.73,17.59,0.0,2.63,0.0,0.0,0.0,0.0,0.39
Sementina,0.0,0.0,18.07,0.0,41.81,0.6,0.4,10.45,9.14,0.0,3.09,14.74,0.0,0.0,0.0,1.69
Sempach,1.43,0.0,30.57,0.63,20.5,7.36,0.0,11.34,20.86,0.0,6.75,0.0,0.0,0.07,0.0,0.48
Semsales,0.13,0.19,21.05,0.16,18.9,2.22,0.0,20.12,33.08,0.32,3.83,0.0,0.0,0.0,0.0,0.0
Senarclens,3.17,0.0,3.72,2.33,35.23,2.48,0.0,10.98,28.81,1.09,9.45,0.0,0.0,0.0,0.26,2.48
Sennwald,4.03,0.0,10.27,4.57,17.36,4.52,0.0,8.92,44.08,0.65,3.51,0.0,0.0,0.65,0.0,1.43
Senèdes,0.0,0.25,14.99,0.0,19.66,2.46,0.0,18.67,36.86,0.98,6.14,0.0,0.0,0.0,0.0,0.0
Seon,5.53,0.0,6.39,3.7,13.07,4.08,0.0,15.19,44.05,1.5,5.26,0.0,0.0,0.0,0.0,1.23
Sergey,1.85,0.0,4.29,0.23,13.44,0.81,0.0,11.12,59.44,0.23,7.3,0.0,0.0,0.0,0.23,1.04
Serravalle,0.0,0.0,21.19,0.0,21.85,0.71,0.31,14.1,11.43,0.0,3.03,23.51,0.0,0.0,0.0,3.88
Servion,2.27,0.0,3.04,1.38,25.47,3.6,0.0,21.17,23.43,0.7,14.58,0.0,0.0,0.05,1.37,2.93
Sessa,0.0,0.0,20.14,0.0,17.24,2.08,0.77,18.78,12.08,0.0,5.29,20.0,0.0,0.0,0.0,3.62
Seuzach,3.83,0.0,3.71,5.8,18.46,6.4,0.1,13.2,40.38,2.33,3.22,0.0,0.0,0.13,0.0,2.43
Sevelen,5.28,0.0,7.15,4.64,15.92,2.43,0.0,16.86,40.85,2.34,3.11,0.0,0.0,0.2,0.0,1.21
Siblingen,0.0,0.0,0.0,0.0,13.13,0.0,0.0,23.54,42.39,13.65,3.38,0.0,0.0,0.0,0.0,3.9
Sierre,0.0,2.94,29.83,0.0,20.0,0.0,0.0,20.22,19.42,0.0,7.14,0.0,0.0,0.0,0.0,0.45
Siglistorf,2.9,0.0,9.95,1.88,6.69,3.43,0.0,12.61,57.12,1.27,2.48,0.0,0.0,0.0,0.0,1.66
Signau,15.48,0.0,0.95,6.02,4.36,3.0,0.14,10.14,49.49,4.03,4.03,0.0,0.0,0.81,0.0,1.54
Signy-Avenex,2.16,0.0,7.7,0.57,40.06,4.55,0.0,12.1,23.33,0.64,4.86,0.0,0.0,0.04,0.19,3.79
Sigriswil,10.53,0.0,1.0,3.1,6.49,3.24,0.09,9.37,56.18,2.16,5.39,0.0,0.0,0.19,0.0,2.26
Silenen,0.0,0.0,32.22,0.0,0.0,0.0,0.0,0.0,44.58,0.0,20.0,0.0,0.0,0.0,0.0,3.19
Sils im Domleschg,20.06,0.0,9.38,0.0,12.72,6.9,0.0,15.12,35.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sils im Engadin/Segl,23.99,0.0,5.63,0.0,28.52,6.24,0.0,16.89,18.48,0.0,0.0,0.0,0.0,0.0,0.0,0.24
Silvaplana,12.5,0.0,5.78,0.0,35.17,5.17,0.0,9.91,31.38,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Simplon,0.0,0.31,59.07,0.0,2.47,0.0,0.0,6.79,28.83,0.0,2.53,0.0,0.0,0.0,0.0,0.0
Sins,4.91,0.0,19.79,0.66,13.27,5.86,0.0,8.78,41.0,0.8,3.12,0.0,0.0,0.0,0.0,1.81
Sion,0.0,2.46,31.33,0.0,19.86,0.0,0.0,17.92,18.67,0.0,9.28,0.0,0.0,0.0,0.0,0.49
Sirnach,3.82,0.0,16.31,2.3,10.57,4.46,0.0,10.18,44.13,2.65,5.45,0.0,0.0,0.0,0.0,0.13
Siselen,16.61,0.0,0.48,3.62,5.7,1.61,0.32,12.91,51.73,0.44,5.58,0.0,0.0,0.38,0.0,0.6
Sisikon,0.0,0.0,11.21,0.0,0.0,0.0,0.0,0.0,63.55,0.0,25.23,0.0,0.0,0.0,0.0,0.0
Sissach,1.9,0.0,3.95,2.17,18.84,2.07,0.0,17.18,24.98,0.72,27.46,0.0,0.0,0.0,0.0,0.74
Sisseln,3.51,0.0,8.08,1.16,10.54,4.2,0.0,13.89,52.12,0.18,3.7,0.0,0.0,0.0,0.0,2.62
Siviriez,1.12,1.1,23.8,0.37,17.6,2.07,0.0,22.77,27.51,0.24,3.42,0.0,0.0,0.0,0.0,0.0
Soazza,17.9,0.0,13.65,0.0,11.86,1.34,0.0,21.92,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sobrio,0.0,0.0,31.43,0.0,14.64,0.0,0.0,12.14,11.43,0.0,2.86,27.14,0.0,0.0,0.0,0.36
Solothurn,2.77,0.0,11.16,0.97,24.99,4.49,0.0,28.42,14.64,0.14,11.79,0.0,0.0,0.0,0.0,0.63
Sommeri,0.6,0.0,12.0,2.33,5.44,6.56,0.0,9.93,47.24,8.29,7.6,0.0,0.0,0.0,0.0,0.0
Sonceboz-Sombeval,7.61,0.0,2.72,5.11,8.33,1.09,1.23,21.12,36.99,7.09,7.22,0.0,0.0,0.1,0.0,1.39
Sonogno,0.0,0.0,33.01,0.0,2.56,2.56,0.0,25.32,10.9,0.0,1.6,15.06,0.0,0.0,0.0,8.97
Sonvilier,6.55,0.0,1.73,8.13,5.68,3.08,2.28,19.83,41.39,3.36,5.51,0.0,0.0,0.11,0.0,2.34
Soral,0.8,0.0,29.06,0.17,23.49,1.68,0.0,9.59,20.44,0.0,7.5,0.0,5.23,0.0,1.84,0.21
Sorengo,0.0,0.0,24.43,0.0,21.95,1.11,1.27,15.28,15.38,0.0,3.07,16.3,0.0,0.0,0.0,1.21
Sorens,0.19,1.32,21.18,0.38,30.86,2.8,0.0,17.78,20.46,0.3,4.73,0.0,0.0,0.0,0.0,0.0
Sorvilier,4.11,0.0,0.82,2.14,3.45,3.45,8.49,36.44,23.51,11.51,5.92,0.0,0.0,0.11,0.0,0.05
Soubey,0.0,0.72,42.03,0.0,11.59,0.0,0.0,15.22,21.74,0.0,8.7,0.0,0.0,0.0,0.0,0.0
Soyhières,0.0,6.65,17.34,0.0,5.49,0.0,4.91,15.61,41.33,0.0,5.78,0.0,0.0,0.0,0.0,2.89
Speicher,0.0,0.0,0.0,0.0,35.26,0.0,0.0,39.47,23.27,0.0,0.0,0.0,0.0,0.0,0.0,2.01
Spiez,13.39,0.0,1.43,8.26,7.73,6.61,0.19,18.37,31.29,3.36,7.39,0.0,0.0,0.34,0.0,1.64
Spiringen,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,54.37,0.0,10.66,0.0,0.0,0.0,0.0,1.64
Splügen,27.12,0.0,4.94,0.0,18.76,3.68,0.0,17.36,28.01,0.0,0.0,0.0,0.0,0.0,0.0,0.13
Spreitenbach,5.06,0.0,10.51,2.79,14.62,4.22,0.0,16.73,41.22,0.52,2.64,0.0,0.0,0.0,0.0,1.69
St. Antoni,0.97,1.3,28.65,0.32,10.76,2.5,0.0,15.38,35.47,0.63,4.01,0.0,0.0,0.0,0.0,0.0
St. Antönien,19.93,0.0,3.95,0.0,17.87,3.26,0.0,5.33,49.48,0.0,0.0,0.0,0.0,0.0,0.0,0.17
St. Gallen,3.24,0.0,12.24,1.93,14.28,6.57,0.0,28.12,21.13,0.5,9.16,0.0,0.0,0.27,0.0,2.57
St. Margrethen,2.55,0.0,11.82,1.09,16.28,1.7,0.0,13.31,48.41,0.59,2.38,0.0,0.0,0.55,0.0,1.31
St. Moritz,15.11,0.0,10.98,0.0,30.97,5.5,0.0,10.17,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
St. Niklaus,0.0,0.05,48.96,0.0,1.82,0.0,0.0,4.96,42.86,0.0,1.09,0.0,0.0,0.0,0.0,0.26
St. Silvester,1.77,1.43,15.38,0.54,15.34,2.39,0.0,11.14,51.14,0.35,0.54,0.0,0.0,0.0,0.0,0.0
St. Stephan,5.13,0.0,0.24,1.55,4.15,3.27,0.05,4.05,68.94,8.85,2.21,0.0,0.0,0.21,0.0,1.37
St. Ursen,0.74,3.7,27.96,0.71,10.46,4.79,0.0,16.46,29.61,1.4,4.16,0.0,0.0,0.0,0.0,0.0
Stabio,0.0,0.0,20.02,0.0,17.32,0.35,0.4,15.87,9.96,0.0,4.2,30.0,0.0,0.0,0.0,1.87
Stadel,5.23,0.0,2.49,1.53,12.26,4.67,0.02,9.18,53.19,4.73,4.54,0.0,0.0,0.39,0.0,1.77
Staffelbach,6.55,0.0,3.77,6.1,7.41,3.1,0.0,7.7,60.2,1.01,3.01,0.0,0.0,0.0,0.0,1.17
Stalden (VS),0.0,0.04,65.09,0.0,1.91,0.0,0.0,4.3,27.93,0.0,0.73,0.0,0.0,0.0,0.0,0.0
Staldenried,0.0,0.27,73.76,0.0,1.58,0.0,0.0,8.12,15.85,0.0,0.38,0.0,0.0,0.0,0.0,0.04
Stallikon,4.07,0.0,3.46,1.68,18.81,6.64,0.24,17.62,40.46,0.52,3.99,0.0,0.0,0.04,0.0,2.48
Stans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.59,0.0,0.0,0.0,0.0,0.0,0.0,26.41
Stansstad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.83,0.0,0.0,0.0,0.0,0.0,0.0,16.17
Starrkirch-Wil,2.59,0.0,10.91,2.86,24.49,3.58,0.0,26.36,22.54,0.51,5.17,0.0,0.0,0.0,0.0,0.98
Staufen,4.94,0.0,6.35,5.06,15.16,7.29,0.0,18.86,32.74,1.24,6.14,0.0,0.0,0.0,0.0,2.22
Steckborn,6.34,0.0,11.67,1.93,15.01,8.08,0.0,16.44,32.89,2.28,5.34,0.0,0.0,0.0,0.0,0.02
Steffisburg,10.7,0.0,1.49,8.67,9.29,6.63,0.25,15.05,33.79,4.8,7.28,0.0,0.0,0.51,0.0,1.52
Steg-Hohtenn,0.0,0.04,69.79,0.0,1.0,0.0,0.0,5.39,22.47,0.0,1.08,0.0,0.0,0.0,0.0,0.23
Stein (AG),3.71,0.0,11.05,2.08,13.4,2.85,0.0,19.51,41.34,0.59,3.05,0.0,0.0,0.0,0.0,2.41
Stein (AR),0.0,0.0,0.0,0.0,33.93,0.0,0.0,25.93,38.9,0.0,0.0,0.0,0.0,0.0,0.0,1.24
Stein am Rhein,0.0,0.0,0.0,0.0,13.1,0.0,0.0,29.07,48.69,2.87,3.28,0.0,0.0,0.0,0.0,2.99
Steinach,3.69,0.0,17.66,0.8,13.58,5.11,0.0,13.08,38.01,0.24,5.3,0.0,0.0,0.03,0.0,2.49
Steinen,0.0,0.0,22.57,0.0,19.43,3.59,0.0,12.56,39.57,0.0,2.28,0.0,0.0,0.0,0.0,0.0
Steinerberg,0.0,0.0,15.67,0.0,17.69,2.56,0.0,6.25,57.3,0.0,0.54,0.0,0.0,0.0,0.0,0.0
Steinhausen,0.0,0.0,30.05,0.0,15.46,3.6,0.0,13.48,27.3,0.0,8.87,0.0,0.0,0.0,0.0,1.25
Steinmaur,2.95,0.0,2.37,1.42,13.05,6.03,0.05,11.44,41.73,9.91,8.02,0.0,0.0,0.32,0.0,2.71
Stetten (AG),5.6,0.0,10.54,1.68,15.14,4.13,0.0,13.06,41.71,0.6,5.5,0.0,0.0,0.0,0.0,2.03
Stetten (SH),0.0,0.0,0.0,0.0,19.26,0.0,0.0,22.72,49.58,4.73,2.11,0.0,0.0,0.0,0.0,1.6
Stettfurt,4.4,0.0,16.35,2.98,9.66,7.59,0.0,11.08,39.56,2.8,5.56,0.0,0.0,0.0,0.0,0.04
Stettlen,21.05,0.0,2.64,3.67,15.81,5.79,0.19,16.72,25.27,0.84,5.98,0.0,0.0,0.34,0.0,1.69
Stocken-Höfen,11.0,0.0,1.57,2.57,2.92,3.53,0.54,7.01,58.54,5.08,5.24,0.0,0.0,0.19,0.0,1.81
Strengelbach,5.11,0.0,4.0,6.94,12.02,5.24,0.0,17.7,38.75,2.58,4.33,0.0,0.0,0.0,0.0,3.33
Studen (BE),15.82,0.0,1.52,4.82,8.78,5.71,0.29,15.27,41.11,1.23,2.66,0.0,0.0,1.24,0.0,1.54
Stäfa,2.9,0.0,4.23,2.54,20.11,10.03,0.05,21.81,28.33,2.22,5.41,0.0,0.0,0.16,0.0,2.21
Stüsslingen,3.45,0.0,18.84,1.97,20.99,3.6,0.0,13.02,31.68,0.33,4.53,0.0,0.0,0.0,0.0,1.59
Subingen,3.54,0.0,15.79,0.77,22.8,3.36,0.0,19.02,30.41,0.13,2.86,0.0,0.0,0.0,0.0,1.33
Suchy,2.96,0.0,3.36,1.26,22.61,4.59,0.0,19.97,31.2,0.25,9.03,0.0,0.0,0.0,2.35,2.42
Sufers,47.28,0.0,4.87,0.0,15.47,6.3,0.0,6.02,19.77,0.0,0.0,0.0,0.0,0.0,0.0,0.29
Suhr,4.33,0.0,5.58,6.8,16.28,5.89,0.0,20.53,30.08,1.45,7.35,0.0,0.0,0.0,0.0,1.73
Sulgen,4.3,0.0,12.16,1.35,13.04,5.33,0.0,10.97,42.09,6.99,3.5,0.0,0.0,0.0,0.0,0.28
Sullens,1.15,0.0,3.79,1.15,23.89,4.75,0.0,14.8,37.87,0.14,8.58,0.0,0.0,0.1,2.26,1.54
Sumiswald,16.04,0.0,1.52,4.69,6.72,5.25,0.24,10.22,42.77,6.71,3.84,0.0,0.0,0.21,0.0,1.8
Sumvitg,5.76,0.0,68.42,0.0,2.98,2.52,0.0,5.73,14.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sur,13.64,0.0,23.86,0.0,17.05,2.27,0.0,17.05,26.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surpierre,6.31,0.31,19.85,0.0,12.31,1.23,0.0,21.54,34.15,0.0,4.31,0.0,0.0,0.0,0.0,0.0
Sursee,1.23,0.0,25.5,0.56,17.71,7.5,0.0,16.81,20.49,0.0,9.34,0.0,0.0,0.06,0.0,0.78
Suscévaz,3.36,0.0,2.24,0.17,16.48,0.6,0.0,16.22,45.64,0.35,12.42,0.0,0.0,0.0,0.86,1.64
Sutz-Lattrigen,14.1,0.0,1.06,5.19,10.09,8.4,0.22,16.84,30.44,1.94,9.27,0.0,0.0,1.08,0.0,1.36
Syens,6.73,0.0,5.26,0.0,31.58,0.0,0.0,13.45,36.11,0.15,3.22,0.0,0.0,0.0,0.58,2.92
Sâles,0.5,1.4,31.87,0.06,14.96,1.05,0.0,20.6,24.69,0.58,4.29,0.0,0.0,0.0,0.0,0.0
Sévaz,0.19,0.97,21.28,0.0,26.11,0.97,0.0,19.73,19.54,1.35,9.86,0.0,0.0,0.0,0.0,0.0
Sévery,1.09,0.0,2.33,0.0,40.54,4.9,0.0,13.07,27.24,0.0,9.18,0.0,0.0,0.0,0.47,1.17
Tafers,0.6,3.56,27.65,0.33,8.07,3.91,0.0,22.39,28.05,0.28,5.16,0.0,0.0,0.0,0.0,0.0
Tamins,15.86,0.0,8.29,0.0,15.91,9.06,0.0,21.47,29.37,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Tannay,3.11,0.0,5.86,0.06,38.75,6.27,0.0,10.17,20.39,0.23,7.97,0.0,0.0,0.03,2.64,4.51
Tartegnin,0.54,0.0,3.67,0.27,27.09,1.63,0.0,17.52,36.39,0.27,10.32,0.0,0.0,0.0,1.22,1.09
Tavannes,7.35,0.0,2.23,5.69,6.2,2.61,2.26,27.55,36.14,3.63,3.84,0.0,0.0,1.07,0.0,1.44
Tecknau,5.09,0.0,3.95,0.74,9.98,2.75,0.0,15.61,45.01,0.13,15.81,0.0,0.0,0.0,0.0,0.94
Tegerfelden,4.06,0.0,13.68,1.28,11.02,3.66,0.0,6.72,55.35,0.3,3.1,0.0,0.0,0.0,0.0,0.82
Tenero-Contra,0.0,0.0,17.11,0.0,20.53,1.28,0.7,20.24,15.6,0.0,3.7,18.63,0.0,0.0,0.0,2.21
Tenniken,3.25,0.0,4.06,3.12,12.23,2.44,0.0,22.75,25.02,0.3,26.26,0.0,0.0,0.0,0.0,0.56
Tentlingen,1.24,2.27,25.25,1.94,9.01,3.39,0.0,15.45,37.28,1.15,3.02,0.0,0.0,0.0,0.0,0.0
Termen,0.0,0.33,65.45,0.0,0.96,0.0,0.0,5.54,23.83,0.0,3.9,0.0,0.0,0.0,0.0,0.0
Terre di Pedemonte,0.0,0.0,17.77,0.0,22.24,1.89,0.73,21.81,10.68,0.0,3.94,18.45,0.0,0.0,0.0,2.49
